Participant Code,Image Name,Correct Response,Participant Response,Response Correct
Particpant 23255_P21SY,01.JPG,,,1
Particpant 23255_P21SY,08.JPG,,,1
Particpant 23255_P21SY,12.JPG,3,3,1
Particpant 23255_P21SY,13.JPG,3,3,1
Particpant 23255_P21SY,14.JPG,1,1,1
Particpant 23255_P21SY,15.JPG,,,1
Particpant 23255_P21SY,19.JPG,1,1,1
Particpant 23255_P21SY,20.JPG,2,2,1
Particpant 23255_P21SY,21.JPG,3,3,1
Particpant 23255_P21SY,22.JPG,,,1
Particpant 23255_P21SY,26.JPG,2,2,1
Particpant 23255_P21SY,27.JPG,1,3,0
Particpant 23255_P21SY,28.JPG,3,1,0
Particpant 23255_P21SY,29.JPG,,,1
Particpant 23255_P21SY,33.JPG,1,1,1
Particpant 23255_P21SY,34.JPG,3,3,1
Particpant 23255_P21SY,35.JPG,1,1,1
Particpant 23255_P21SY,36.JPG,,,1
Particpant 23255_P21SY,40.JPG,2,2,1
Particpant 23255_P21SY,41.JPG,2,2,1
Particpant 23255_P21SY,42.JPG,1,1,1
Particpant 23255_P21SY,43.JPG,,,1
Particpant 23255_P21SY,47.JPG,2,2,1
Particpant 23255_P21SY,48.JPG,2,2,1
Particpant 23255_P21SY,49.JPG,3,3,1
Particpant 23255_P21SY,50.JPG,,,1
Particpant 23255_P21SY,52.JPG,,,1
Particpant 23255_P21SY,53.JPG,1,1,1
Particpant 23255_P21SY,54.JPG,2,2,1
Particpant 23255_P21SY,55.JPG,3,3,1
Particpant 23255_P21SY,56.JPG,1,0,0
Particpant 23255_P21SY,57.JPG,1,0,0
Particpant 23255_P21SY,58.JPG,3,1,0
Particpant 23255_P21SY,59.JPG,1,1,1
Particpant 23255_P21SY,60.JPG,2,2,1
Particpant 23255_P21SY,61.JPG,3,3,1
Particpant 23255_P21SY,62.JPG,2,0,0
Particpant 23255_P21SY,63.JPG,3,2,0
Particpant 23255_P21SY,64.JPG,1,1,1
Particpant 23255_P21SY,65.JPG,2,2,1
Particpant 23255_P21SY,66.JPG,3,3,1
Particpant 23255_P21SY,67.JPG,1,1,1
Particpant 23255_P21SY,68.JPG,3,3,1
Particpant 23255_P21SY,69.JPG,1,0,0
Particpant 23255_P21SY,70.JPG,2,2,1
Particpant 23255_P21SY,71.JPG,1,1,1
Particpant 23255_P21SY,72.JPG,2,2,1
Particpant 23255_P21SY,73.JPG,3,3,1
Particpant 23255_P21SY,74.JPG,1,1,1
Particpant 23255_P21SY,75.JPG,0,1,0
Particpant 23255_P21SY,76.JPG,0,0,1
Particpant 23255_P21SY,77.JPG,0,0,1
Particpant 23255_P21SY,78.JPG,0,0,1
Particpant 23255_P21SY,79.JPG,0,0,1
Particpant 23255_P21SY,80.JPG,0,0,1
Particpant 23255_P21SY,81.JPG,0,0,1
Particpant 23255_P21SY,82.JPG,0,0,1
Particpant 23255_P21SY,83.JPG,0,1,0
Particpant 23255_P21SY,84.JPG,0,0,1
Particpant 23255_P21SY,85.JPG,0,2,0
Particpant 23255_P21SY,86.JPG,0,0,1
Particpant 23255_P21SY,87.JPG,0,0,1
Particpant 23255_P21SY,88.JPG,0,1,0
Particpant 23255_P21SY,89.JPG,0,3,0
Particpant 23255_P21SY,90.JPG,0,0,1
Particpant 23255_P21SY,91.JPG,0,3,0
Particpant 23255_P21SY,92.JPG,0,0,1
Particpant 23255_P21SY,93.JPG,0,0,1
Particpant 23255_P21SY,94.JPG,0,0,1
Particpant 23255_P21SY,95.JPG,0,3,0
Particpant 23255_P21SY,96.JPG,0,0,1
Particpant 23255_P21SY,97.JPG,0,0,1
Particpant 23255_P21SY,98.JPG,,,1
Particpant 23255_P21SY,99.JPG,1,0,0
Particpant 23255_P21SY,100.JPG,2,2,1
Particpant 23255_P21SY,101.JPG,1,1,1
Particpant 23255_P21SY,102.JPG,2,0,0
Particpant 23255_P21SY,103.JPG,3,3,1
Particpant 23255_P21SY,104.JPG,1,0,0
Particpant 23255_P21SY,105.JPG,2,2,1
Particpant 23255_P21SY,106.JPG,1,2,0
Particpant 23255_P21SY,107.JPG,3,3,1
Particpant 23255_P21SY,108.JPG,1,1,1
Particpant 23255_P21SY,109.JPG,3,3,1
Particpant 23255_P21SY,110.JPG,1,1,1
Particpant 23255_P21SY,111.JPG,2,2,1
Particpant 23255_P21SY,112.JPG,3,3,1
Particpant 23255_P21SY,113.JPG,2,2,1
Particpant 23255_P21SY,114.JPG,1,1,1
Particpant 23255_P21SY,115.JPG,2,2,1
Particpant 23255_P21SY,116.JPG,3,3,1
Particpant 23255_P21SY,117.JPG,1,1,1
Particpant 23255_P21SY,118.JPG,2,0,0
Particpant 23255_P21SY,119.JPG,3,3,1
Particpant 23255_P21SY,120.JPG,2,2,1
Particpant 23255_P21SY,121.JPG,3,3,1
Particpant 23255_P21SY,122.JPG,0,2,0
Particpant 23255_P21SY,123.JPG,0,2,0
Particpant 23255_P21SY,124.JPG,0,0,1
Particpant 23255_P21SY,125.JPG,0,0,1
Particpant 23255_P21SY,126.JPG,0,0,1
Particpant 23255_P21SY,127.JPG,0,1,0
Particpant 23255_P21SY,128.JPG,0,0,1
Particpant 23255_P21SY,129.JPG,0,2,0
Particpant 23255_P21SY,130.JPG,0,1,0
Particpant 23255_P21SY,131.JPG,0,0,1
Particpant 23255_P21SY,132.JPG,0,0,1
Particpant 23255_P21SY,133.JPG,0,1,0
Particpant 23255_P21SY,134.JPG,0,0,1
Particpant 23255_P21SY,135.JPG,0,0,1
Particpant 23255_P21SY,136.JPG,0,0,1
Particpant 23255_P21SY,137.JPG,0,1,0
Particpant 23255_P21SY,138.JPG,0,3,0
Particpant 23255_P21SY,139.JPG,0,0,1
Particpant 23255_P21SY,140.JPG,0,0,1
Particpant 23255_P21SY,141.JPG,0,2,0
Particpant 23255_P21SY,142.JPG,0,0,1
Particpant 23255_P21SY,143.JPG,0,0,1
Particpant 23255_P21SY,144.JPG,,,1
