Participant Code,Image Name,Correct Response,Participant Response,Response Correct
Particpant 23255_P71,01.JPG,,,1
Particpant 23255_P71,08.JPG,,,1
Particpant 23255_P71,12.JPG,3,3,1
Particpant 23255_P71,13.JPG,3,3,1
Particpant 23255_P71,14.JPG,1,1,1
Particpant 23255_P71,15.JPG,,,1
Particpant 23255_P71,19.JPG,1,1,1
Particpant 23255_P71,20.JPG,2,2,1
Particpant 23255_P71,21.JPG,3,3,1
Particpant 23255_P71,22.JPG,,,1
Particpant 23255_P71,26.JPG,2,2,1
Particpant 23255_P71,27.JPG,1,3,0
Particpant 23255_P71,28.JPG,3,1,0
Particpant 23255_P71,29.JPG,,,1
Particpant 23255_P71,33.JPG,1,1,1
Particpant 23255_P71,34.JPG,3,3,1
Particpant 23255_P71,35.JPG,1,1,1
Particpant 23255_P71,36.JPG,,,1
Particpant 23255_P71,40.JPG,2,2,1
Particpant 23255_P71,41.JPG,2,2,1
Particpant 23255_P71,42.JPG,1,1,1
Particpant 23255_P71,43.JPG,,,1
Particpant 23255_P71,47.JPG,2,2,1
Particpant 23255_P71,48.JPG,2,2,1
Particpant 23255_P71,49.JPG,3,3,1
Particpant 23255_P71,50.JPG,,,1
Particpant 23255_P71,52.JPG,,,1
Particpant 23255_P71,53.JPG,1,1,1
Particpant 23255_P71,54.JPG,2,0,0
Particpant 23255_P71,55.JPG,3,3,1
Particpant 23255_P71,56.JPG,1,0,0
Particpant 23255_P71,57.JPG,1,0,0
Particpant 23255_P71,58.JPG,3,0,0
Particpant 23255_P71,59.JPG,1,0,0
Particpant 23255_P71,60.JPG,2,0,0
Particpant 23255_P71,61.JPG,3,0,0
Particpant 23255_P71,62.JPG,2,0,0
Particpant 23255_P71,63.JPG,3,0,0
Particpant 23255_P71,64.JPG,1,0,0
Particpant 23255_P71,65.JPG,2,0,0
Particpant 23255_P71,66.JPG,3,3,1
Particpant 23255_P71,67.JPG,1,1,1
Particpant 23255_P71,68.JPG,3,3,1
Particpant 23255_P71,69.JPG,1,0,0
Particpant 23255_P71,70.JPG,2,0,0
Particpant 23255_P71,71.JPG,1,1,1
Particpant 23255_P71,72.JPG,2,2,1
Particpant 23255_P71,73.JPG,3,3,1
Particpant 23255_P71,74.JPG,1,1,1
Particpant 23255_P71,75.JPG,0,0,1
Particpant 23255_P71,76.JPG,0,0,1
Particpant 23255_P71,77.JPG,0,0,1
Particpant 23255_P71,78.JPG,0,0,1
Particpant 23255_P71,79.JPG,0,0,1
Particpant 23255_P71,80.JPG,0,1,0
Particpant 23255_P71,81.JPG,0,0,1
Particpant 23255_P71,82.JPG,0,0,1
Particpant 23255_P71,83.JPG,0,0,1
Particpant 23255_P71,84.JPG,0,0,1
Particpant 23255_P71,85.JPG,0,0,1
Particpant 23255_P71,86.JPG,0,0,1
Particpant 23255_P71,87.JPG,0,0,1
Particpant 23255_P71,88.JPG,0,0,1
Particpant 23255_P71,89.JPG,0,0,1
Particpant 23255_P71,90.JPG,0,0,1
Particpant 23255_P71,91.JPG,0,0,1
Particpant 23255_P71,92.JPG,0,0,1
Particpant 23255_P71,93.JPG,0,1,0
Particpant 23255_P71,94.JPG,0,0,1
Particpant 23255_P71,95.JPG,0,0,1
Particpant 23255_P71,96.JPG,0,0,1
Particpant 23255_P71,97.JPG,0,0,1
Particpant 23255_P71,98.JPG,,,1
Particpant 23255_P71,99.JPG,1,2,0
Particpant 23255_P71,100.JPG,2,0,0
Particpant 23255_P71,101.JPG,1,0,0
Particpant 23255_P71,102.JPG,2,2,1
Particpant 23255_P71,103.JPG,3,0,0
Particpant 23255_P71,104.JPG,1,0,0
Particpant 23255_P71,105.JPG,2,0,0
Particpant 23255_P71,106.JPG,1,0,0
Particpant 23255_P71,107.JPG,3,3,1
Particpant 23255_P71,108.JPG,1,2,0
Particpant 23255_P71,109.JPG,3,0,0
Particpant 23255_P71,110.JPG,1,0,0
Particpant 23255_P71,111.JPG,2,0,0
Particpant 23255_P71,112.JPG,3,2,0
Particpant 23255_P71,113.JPG,2,0,0
Particpant 23255_P71,114.JPG,1,0,0
Particpant 23255_P71,115.JPG,2,2,1
Particpant 23255_P71,116.JPG,3,3,1
Particpant 23255_P71,117.JPG,1,1,1
Particpant 23255_P71,118.JPG,2,0,0
Particpant 23255_P71,119.JPG,3,0,0
Particpant 23255_P71,120.JPG,2,0,0
Particpant 23255_P71,121.JPG,3,3,1
Particpant 23255_P71,122.JPG,0,1,0
Particpant 23255_P71,123.JPG,0,0,1
Particpant 23255_P71,124.JPG,0,3,0
Particpant 23255_P71,125.JPG,0,1,0
Particpant 23255_P71,126.JPG,0,2,0
Particpant 23255_P71,127.JPG,0,2,0
Particpant 23255_P71,128.JPG,0,3,0
Particpant 23255_P71,129.JPG,0,0,1
Particpant 23255_P71,130.JPG,0,1,0
Particpant 23255_P71,131.JPG,0,2,0
Particpant 23255_P71,132.JPG,0,0,1
Particpant 23255_P71,133.JPG,0,3,0
Particpant 23255_P71,134.JPG,0,0,1
Particpant 23255_P71,135.JPG,0,1,0
Particpant 23255_P71,136.JPG,0,0,1
Particpant 23255_P71,137.JPG,0,3,0
Particpant 23255_P71,138.JPG,0,2,0
Particpant 23255_P71,139.JPG,0,3,0
Particpant 23255_P71,140.JPG,0,1,0
Particpant 23255_P71,141.JPG,0,1,0
Particpant 23255_P71,142.JPG,0,0,1
Particpant 23255_P71,143.JPG,0,0,1
Particpant 23255_P71,144.JPG,,,1
