Participant Code,Image Name,Correct Response,Participant Response,Response Correct
Particpant 23255_P127,01.JPG,,,1
Particpant 23255_P127,08.JPG,,,1
Particpant 23255_P127,12.JPG,3,2,0
Particpant 23255_P127,13.JPG,3,3,1
Particpant 23255_P127,14.JPG,1,1,1
Particpant 23255_P127,15.JPG,,,1
Particpant 23255_P127,19.JPG,1,1,1
Particpant 23255_P127,20.JPG,2,2,1
Particpant 23255_P127,21.JPG,3,3,1
Particpant 23255_P127,22.JPG,,,1
Particpant 23255_P127,26.JPG,2,2,1
Particpant 23255_P127,27.JPG,1,3,0
Particpant 23255_P127,28.JPG,3,1,0
Particpant 23255_P127,29.JPG,,,1
Particpant 23255_P127,33.JPG,1,1,1
Particpant 23255_P127,34.JPG,3,3,1
Particpant 23255_P127,35.JPG,1,1,1
Particpant 23255_P127,36.JPG,,,1
Particpant 23255_P127,40.JPG,2,2,1
Particpant 23255_P127,41.JPG,2,2,1
Particpant 23255_P127,42.JPG,1,1,1
Particpant 23255_P127,43.JPG,,,1
Particpant 23255_P127,47.JPG,2,2,1
Particpant 23255_P127,48.JPG,2,2,1
Particpant 23255_P127,49.JPG,3,3,1
Particpant 23255_P127,50.JPG,,,1
Particpant 23255_P127,52.JPG,,,1
Particpant 23255_P127,53.JPG,1,1,1
Particpant 23255_P127,54.JPG,2,2,1
Particpant 23255_P127,55.JPG,3,3,1
Particpant 23255_P127,56.JPG,1,1,1
Particpant 23255_P127,57.JPG,1,0,0
Particpant 23255_P127,58.JPG,3,3,1
Particpant 23255_P127,59.JPG,1,0,0
Particpant 23255_P127,60.JPG,2,2,1
Particpant 23255_P127,61.JPG,3,0,0
Particpant 23255_P127,62.JPG,2,0,0
Particpant 23255_P127,63.JPG,3,3,1
Particpant 23255_P127,64.JPG,1,1,1
Particpant 23255_P127,65.JPG,2,0,0
Particpant 23255_P127,66.JPG,3,3,1
Particpant 23255_P127,67.JPG,1,1,1
Particpant 23255_P127,68.JPG,3,3,1
Particpant 23255_P127,69.JPG,1,1,1
Particpant 23255_P127,70.JPG,2,2,1
Particpant 23255_P127,71.JPG,1,1,1
Particpant 23255_P127,72.JPG,2,0,0
Particpant 23255_P127,73.JPG,3,3,1
Particpant 23255_P127,74.JPG,1,2,0
Particpant 23255_P127,75.JPG,0,3,0
Particpant 23255_P127,76.JPG,0,1,0
Particpant 23255_P127,77.JPG,0,0,1
Particpant 23255_P127,78.JPG,0,1,0
Particpant 23255_P127,79.JPG,0,0,1
Particpant 23255_P127,80.JPG,0,0,1
Particpant 23255_P127,81.JPG,0,2,0
Particpant 23255_P127,82.JPG,0,2,0
Particpant 23255_P127,83.JPG,0,1,0
Particpant 23255_P127,84.JPG,0,2,0
Particpant 23255_P127,85.JPG,0,0,1
Particpant 23255_P127,86.JPG,0,3,0
Particpant 23255_P127,87.JPG,0,2,0
Particpant 23255_P127,88.JPG,0,3,0
Particpant 23255_P127,89.JPG,0,3,0
Particpant 23255_P127,90.JPG,0,0,1
Particpant 23255_P127,91.JPG,0,2,0
Particpant 23255_P127,92.JPG,0,0,1
Particpant 23255_P127,93.JPG,0,1,0
Particpant 23255_P127,94.JPG,0,1,0
Particpant 23255_P127,95.JPG,0,2,0
Particpant 23255_P127,96.JPG,0,0,1
Particpant 23255_P127,97.JPG,0,1,0
Particpant 23255_P127,98.JPG,,,1
Particpant 23255_P127,99.JPG,1,1,1
Particpant 23255_P127,100.JPG,2,2,1
Particpant 23255_P127,101.JPG,1,1,1
Particpant 23255_P127,102.JPG,2,2,1
Particpant 23255_P127,103.JPG,3,3,1
Particpant 23255_P127,104.JPG,1,1,1
Particpant 23255_P127,105.JPG,2,3,0
Particpant 23255_P127,106.JPG,1,1,1
Particpant 23255_P127,107.JPG,3,3,1
Particpant 23255_P127,108.JPG,1,1,1
Particpant 23255_P127,109.JPG,3,3,1
Particpant 23255_P127,110.JPG,1,2,0
Particpant 23255_P127,111.JPG,2,0,0
Particpant 23255_P127,112.JPG,3,2,0
Particpant 23255_P127,113.JPG,2,0,0
Particpant 23255_P127,114.JPG,1,1,1
Particpant 23255_P127,115.JPG,2,2,1
Particpant 23255_P127,116.JPG,3,3,1
Particpant 23255_P127,117.JPG,1,1,1
Particpant 23255_P127,118.JPG,2,1,0
Particpant 23255_P127,119.JPG,3,1,0
Particpant 23255_P127,120.JPG,2,2,1
Particpant 23255_P127,121.JPG,3,3,1
Particpant 23255_P127,122.JPG,0,0,1
Particpant 23255_P127,123.JPG,0,0,1
Particpant 23255_P127,124.JPG,0,1,0
Particpant 23255_P127,125.JPG,0,2,0
Particpant 23255_P127,126.JPG,0,1,0
Particpant 23255_P127,127.JPG,0,1,0
Particpant 23255_P127,128.JPG,0,0,1
Particpant 23255_P127,129.JPG,0,1,0
Particpant 23255_P127,130.JPG,0,3,0
Particpant 23255_P127,131.JPG,0,0,1
Particpant 23255_P127,132.JPG,0,0,1
Particpant 23255_P127,133.JPG,0,0,1
Particpant 23255_P127,134.JPG,0,1,0
Particpant 23255_P127,135.JPG,0,1,0
Particpant 23255_P127,136.JPG,0,1,0
Particpant 23255_P127,137.JPG,0,1,0
Particpant 23255_P127,138.JPG,0,1,0
Particpant 23255_P127,139.JPG,0,3,0
Particpant 23255_P127,140.JPG,0,2,0
Particpant 23255_P127,141.JPG,0,3,0
Particpant 23255_P127,142.JPG,0,3,0
Particpant 23255_P127,143.JPG,0,0,1
Particpant 23255_P127,144.JPG,,,1
