Participant Code,Image Name,Correct Response,Participant Response,Response Correct
Particpant 23255_P84,01.JPG,,,1
Particpant 23255_P84,08.JPG,,,1
Particpant 23255_P84,12.JPG,3,3,1
Particpant 23255_P84,13.JPG,3,3,1
Particpant 23255_P84,14.JPG,1,1,1
Particpant 23255_P84,15.JPG,,,1
Particpant 23255_P84,19.JPG,1,1,1
Particpant 23255_P84,20.JPG,2,2,1
Particpant 23255_P84,21.JPG,3,3,1
Particpant 23255_P84,22.JPG,,,1
Particpant 23255_P84,26.JPG,2,2,1
Particpant 23255_P84,27.JPG,1,3,0
Particpant 23255_P84,28.JPG,3,1,0
Particpant 23255_P84,29.JPG,,,1
Particpant 23255_P84,33.JPG,1,1,1
Particpant 23255_P84,34.JPG,3,3,1
Particpant 23255_P84,35.JPG,1,1,1
Particpant 23255_P84,36.JPG,,,1
Particpant 23255_P84,40.JPG,2,2,1
Particpant 23255_P84,41.JPG,2,2,1
Particpant 23255_P84,42.JPG,1,1,1
Particpant 23255_P84,43.JPG,,,1
Particpant 23255_P84,47.JPG,2,2,1
Particpant 23255_P84,48.JPG,2,2,1
Particpant 23255_P84,49.JPG,3,3,1
Particpant 23255_P84,50.JPG,,,1
Particpant 23255_P84,52.JPG,,,1
Particpant 23255_P84,53.JPG,1,0,0
Particpant 23255_P84,54.JPG,2,2,1
Particpant 23255_P84,55.JPG,3,0,0
Particpant 23255_P84,56.JPG,1,0,0
Particpant 23255_P84,57.JPG,1,0,0
Particpant 23255_P84,58.JPG,3,1,0
Particpant 23255_P84,59.JPG,1,1,1
Particpant 23255_P84,60.JPG,2,2,1
Particpant 23255_P84,61.JPG,3,3,1
Particpant 23255_P84,62.JPG,2,2,1
Particpant 23255_P84,63.JPG,3,3,1
Particpant 23255_P84,64.JPG,1,1,1
Particpant 23255_P84,65.JPG,2,2,1
Particpant 23255_P84,66.JPG,3,3,1
Particpant 23255_P84,67.JPG,1,1,1
Particpant 23255_P84,68.JPG,3,3,1
Particpant 23255_P84,69.JPG,1,1,1
Particpant 23255_P84,70.JPG,2,0,0
Particpant 23255_P84,71.JPG,1,1,1
Particpant 23255_P84,72.JPG,2,0,0
Particpant 23255_P84,73.JPG,3,0,0
Particpant 23255_P84,74.JPG,1,0,0
Particpant 23255_P84,75.JPG,0,3,0
Particpant 23255_P84,76.JPG,0,0,1
Particpant 23255_P84,77.JPG,0,2,0
Particpant 23255_P84,78.JPG,0,1,0
Particpant 23255_P84,79.JPG,0,2,0
Particpant 23255_P84,80.JPG,0,0,1
Particpant 23255_P84,81.JPG,0,0,1
Particpant 23255_P84,82.JPG,0,3,0
Particpant 23255_P84,83.JPG,0,1,0
Particpant 23255_P84,84.JPG,0,2,0
Particpant 23255_P84,85.JPG,0,0,1
Particpant 23255_P84,86.JPG,0,1,0
Particpant 23255_P84,87.JPG,0,0,1
Particpant 23255_P84,88.JPG,0,1,0
Particpant 23255_P84,89.JPG,0,0,1
Particpant 23255_P84,90.JPG,0,0,1
Particpant 23255_P84,91.JPG,0,0,1
Particpant 23255_P84,92.JPG,0,3,0
Particpant 23255_P84,93.JPG,0,0,1
Particpant 23255_P84,94.JPG,0,0,1
Particpant 23255_P84,95.JPG,0,3,0
Particpant 23255_P84,96.JPG,0,0,1
Particpant 23255_P84,97.JPG,0,2,0
Particpant 23255_P84,98.JPG,,,1
Particpant 23255_P84,99.JPG,1,2,0
Particpant 23255_P84,100.JPG,2,3,0
Particpant 23255_P84,101.JPG,1,0,0
Particpant 23255_P84,102.JPG,2,2,1
Particpant 23255_P84,103.JPG,3,0,0
Particpant 23255_P84,104.JPG,1,2,0
Particpant 23255_P84,105.JPG,2,3,0
Particpant 23255_P84,106.JPG,1,0,0
Particpant 23255_P84,107.JPG,3,3,1
Particpant 23255_P84,108.JPG,1,1,1
Particpant 23255_P84,109.JPG,3,3,1
Particpant 23255_P84,110.JPG,1,3,0
Particpant 23255_P84,111.JPG,2,2,1
Particpant 23255_P84,112.JPG,3,3,1
Particpant 23255_P84,113.JPG,2,2,1
Particpant 23255_P84,114.JPG,1,1,1
Particpant 23255_P84,115.JPG,2,2,1
Particpant 23255_P84,116.JPG,3,0,0
Particpant 23255_P84,117.JPG,1,2,0
Particpant 23255_P84,118.JPG,2,2,1
Particpant 23255_P84,119.JPG,3,1,0
Particpant 23255_P84,120.JPG,2,0,0
Particpant 23255_P84,121.JPG,3,0,0
Particpant 23255_P84,122.JPG,0,1,0
Particpant 23255_P84,123.JPG,0,0,1
Particpant 23255_P84,124.JPG,0,2,0
Particpant 23255_P84,125.JPG,0,0,1
Particpant 23255_P84,126.JPG,0,0,1
Particpant 23255_P84,127.JPG,0,1,0
Particpant 23255_P84,128.JPG,0,0,1
Particpant 23255_P84,129.JPG,0,0,1
Particpant 23255_P84,130.JPG,0,0,1
Particpant 23255_P84,131.JPG,0,0,1
Particpant 23255_P84,132.JPG,0,1,0
Particpant 23255_P84,133.JPG,0,1,0
Particpant 23255_P84,134.JPG,0,0,1
Particpant 23255_P84,135.JPG,0,2,0
Particpant 23255_P84,136.JPG,0,0,1
Particpant 23255_P84,137.JPG,0,3,0
Particpant 23255_P84,138.JPG,0,3,0
Particpant 23255_P84,139.JPG,0,0,1
Particpant 23255_P84,140.JPG,0,3,0
Particpant 23255_P84,141.JPG,0,0,1
Particpant 23255_P84,142.JPG,0,1,0
Particpant 23255_P84,143.JPG,0,0,1
Particpant 23255_P84,144.JPG,,,1
