Participant Code,Image Name,Correct Response,Participant Response,Response Correct
Particpant 23255_P50,01.JPG,,,1
Particpant 23255_P50,08.JPG,,,1
Particpant 23255_P50,12.JPG,3,1,0
Particpant 23255_P50,13.JPG,3,3,1
Particpant 23255_P50,14.JPG,1,1,1
Particpant 23255_P50,15.JPG,,,1
Particpant 23255_P50,19.JPG,1,1,1
Particpant 23255_P50,20.JPG,2,2,1
Particpant 23255_P50,21.JPG,3,3,1
Particpant 23255_P50,22.JPG,,,1
Particpant 23255_P50,26.JPG,2,2,1
Particpant 23255_P50,27.JPG,1,3,0
Particpant 23255_P50,28.JPG,3,1,0
Particpant 23255_P50,29.JPG,,,1
Particpant 23255_P50,33.JPG,1,1,1
Particpant 23255_P50,34.JPG,3,3,1
Particpant 23255_P50,35.JPG,1,1,1
Particpant 23255_P50,36.JPG,,,1
Particpant 23255_P50,40.JPG,2,2,1
Particpant 23255_P50,41.JPG,2,2,1
Particpant 23255_P50,42.JPG,1,1,1
Particpant 23255_P50,43.JPG,,,1
Particpant 23255_P50,47.JPG,2,2,1
Particpant 23255_P50,48.JPG,2,2,1
Particpant 23255_P50,49.JPG,3,3,1
Particpant 23255_P50,50.JPG,,,1
Particpant 23255_P50,52.JPG,,,1
Particpant 23255_P50,53.JPG,1,1,1
Particpant 23255_P50,54.JPG,2,1,0
Particpant 23255_P50,55.JPG,3,3,1
Particpant 23255_P50,56.JPG,1,1,1
Particpant 23255_P50,57.JPG,1,3,0
Particpant 23255_P50,58.JPG,3,2,0
Particpant 23255_P50,59.JPG,1,3,0
Particpant 23255_P50,60.JPG,2,3,0
Particpant 23255_P50,61.JPG,3,2,0
Particpant 23255_P50,62.JPG,2,2,1
Particpant 23255_P50,63.JPG,3,3,1
Particpant 23255_P50,64.JPG,1,1,1
Particpant 23255_P50,65.JPG,2,2,1
Particpant 23255_P50,66.JPG,3,3,1
Particpant 23255_P50,67.JPG,1,1,1
Particpant 23255_P50,68.JPG,3,3,1
Particpant 23255_P50,69.JPG,1,1,1
Particpant 23255_P50,70.JPG,2,2,1
Particpant 23255_P50,71.JPG,1,1,1
Particpant 23255_P50,72.JPG,2,1,0
Particpant 23255_P50,73.JPG,3,3,1
Particpant 23255_P50,74.JPG,1,1,1
Particpant 23255_P50,75.JPG,0,3,0
Particpant 23255_P50,76.JPG,0,1,0
Particpant 23255_P50,77.JPG,0,1,0
Particpant 23255_P50,78.JPG,0,1,0
Particpant 23255_P50,79.JPG,0,2,0
Particpant 23255_P50,80.JPG,0,2,0
Particpant 23255_P50,81.JPG,0,2,0
Particpant 23255_P50,82.JPG,0,3,0
Particpant 23255_P50,83.JPG,0,1,0
Particpant 23255_P50,84.JPG,0,3,0
Particpant 23255_P50,85.JPG,0,2,0
Particpant 23255_P50,86.JPG,0,3,0
Particpant 23255_P50,87.JPG,0,2,0
Particpant 23255_P50,88.JPG,0,3,0
Particpant 23255_P50,89.JPG,0,3,0
Particpant 23255_P50,90.JPG,0,2,0
Particpant 23255_P50,91.JPG,0,3,0
Particpant 23255_P50,92.JPG,0,1,0
Particpant 23255_P50,93.JPG,0,2,0
Particpant 23255_P50,94.JPG,0,2,0
Particpant 23255_P50,95.JPG,0,1,0
Particpant 23255_P50,96.JPG,0,2,0
Particpant 23255_P50,97.JPG,0,3,0
Particpant 23255_P50,98.JPG,,,1
Particpant 23255_P50,99.JPG,1,2,0
Particpant 23255_P50,100.JPG,2,1,0
Particpant 23255_P50,101.JPG,1,2,0
Particpant 23255_P50,102.JPG,2,2,1
Particpant 23255_P50,103.JPG,3,1,0
Particpant 23255_P50,104.JPG,1,2,0
Particpant 23255_P50,105.JPG,2,3,0
Particpant 23255_P50,106.JPG,1,2,0
Particpant 23255_P50,107.JPG,3,3,1
Particpant 23255_P50,108.JPG,1,3,0
Particpant 23255_P50,109.JPG,3,3,1
Particpant 23255_P50,110.JPG,1,3,0
Particpant 23255_P50,111.JPG,2,1,0
Particpant 23255_P50,112.JPG,3,2,0
Particpant 23255_P50,113.JPG,2,2,1
Particpant 23255_P50,114.JPG,1,1,1
Particpant 23255_P50,115.JPG,2,2,1
Particpant 23255_P50,116.JPG,3,3,1
Particpant 23255_P50,117.JPG,1,1,1
Particpant 23255_P50,118.JPG,2,3,0
Particpant 23255_P50,119.JPG,3,1,0
Particpant 23255_P50,120.JPG,2,1,0
Particpant 23255_P50,121.JPG,3,3,1
Particpant 23255_P50,122.JPG,0,1,0
Particpant 23255_P50,123.JPG,0,3,0
Particpant 23255_P50,124.JPG,0,2,0
Particpant 23255_P50,125.JPG,0,2,0
Particpant 23255_P50,126.JPG,0,3,0
Particpant 23255_P50,127.JPG,0,1,0
Particpant 23255_P50,128.JPG,0,3,0
Particpant 23255_P50,129.JPG,0,1,0
Particpant 23255_P50,130.JPG,0,1,0
Particpant 23255_P50,131.JPG,0,2,0
Particpant 23255_P50,132.JPG,0,3,0
Particpant 23255_P50,133.JPG,0,2,0
Particpant 23255_P50,134.JPG,0,1,0
Particpant 23255_P50,135.JPG,0,2,0
Particpant 23255_P50,136.JPG,0,3,0
Particpant 23255_P50,137.JPG,0,2,0
Particpant 23255_P50,138.JPG,0,1,0
Particpant 23255_P50,139.JPG,0,3,0
Particpant 23255_P50,140.JPG,0,3,0
Particpant 23255_P50,141.JPG,0,2,0
Particpant 23255_P50,142.JPG,0,2,0
Particpant 23255_P50,143.JPG,0,2,0
Particpant 23255_P50,144.JPG,,,1
