key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimulus,distractor1,distractor2,distractor3,distractor4,CorrAns,isi_duration,isi_dur_in_seconds,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,key_resp.rt,key_resp_4.rt
return,18.6708,space,9.4234,,,0,0,0,148,1,X, , , , ,,2000,2,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,,
,,,,,,0,1,1,102,1,X, ,6, , ,,1500,1.5,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,,
,,,,,,0,2,2,302,1,X, , , , ,,2000,2,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,,
,,,,space,,0,3,3,178,1,Q, , , , ,space,1500,1.5,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,0.3746,
,,,,space,,0,4,4,52,1,F, , , , ,space,1500,1.5,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,0.3506,
,,,,space,,0,5,5,135,1,K, , , , ,space,1500,1.5,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,0.3826,
,,,,space,,0,6,6,280,1,L, , , , ,space,1500,1.5,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,0.3831,
,,,,space,,0,7,7,147,1,E, , , , ,space,2000,2,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,0.4185,
,,,,space,,0,8,8,238,1,D, , , , ,space,1500,1.5,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,0.3169,
,,,,space,,0,9,9,94,1,C, , , , ,space,2000,2,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,0.3664,
,,,,space,,0,10,10,149,1,R, , , , ,space,2000,2,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,0.3334,
,,,,space,,0,11,11,265,1,I, , , , ,space,2000,2,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,0.3172,
,,,,space,,0,12,12,222,1,O, , , , ,space,2000,2,,001,2021-08-19_16h42.56.440,natb3,2021.2.3,Win32,59.79073244,61150dc88df7514d99d56af5,611e07ecdcc96256ae8d5b80,611e7bf4ccad7a569a0a8782,0.2872,
